Partner,URL,CATEGORIA
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=40, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=41, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=42, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=43, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=44, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=45, bebidas
Exito,https://www.exito.com/mercado/bebidas?category-1=mercado&category-2=bebidas&facets=category-1%2Ccategory-2&sort=score_desc&page=46, bebidas



